19950601
-5.6,-15.6
-15.6,-28.3
-9.4,-24.4
-6.1,-18.9
6.1,-9.4
2.8,-0.6
3.9,-4.4
1.7,-7.2
1.7,-1.7
0.6,-2.8
-2.8,-6.1
-3.3,-8.9
-0.6,-6.7
1.7,-7.8
-1.1,-6.7
-3.3,-7.8
-4.4,-20.6
-1.7,-19.4
0,-19.4
-3.3,-10.6
-3.3,-16.7
5.6,-12.2
9.4,1.7
6.7,-2.2
4.4,-6.1
4.4,0
0.6,-7.2
0.6,-9.4
-2.2,-10
1.7,-12.2
2.8,-0.6
6.7,-1.7
3.3,-1.7
14.4,-1.1
3.9,-2.2
3.9,-3.3
2.2,-3.9
1.7,-3.9
-1.1,-8.3
9.4,-8.3
7.8,-2.8
9.4,-2.2
13.9,-3.9
8.3,-1.7
7.8,-1.1
6.7,-1.1
0,-7.8
-3.9,-13.3
5,-12.8
12.8,0
3.3,-2.2
10,-6.1
14.4,1.1
22.2,-0.6
10,0
7.2,-2.2
3.3,-6.7
5.6,-2.2
16.7,0
23.3,6.7
16.7,6.7
9.4,3.3
11.7,1.7
13.3,-2.2
16.7,-2.8
21.7,2.8
19.4,8.3
22.2,8.9
18.3,12.2
13.9,-1.1
6.1,-5
0,-5.6
5,-8.3
5,-4.4
0.6,-1.1
2.8,-1.7
7.2,-6.1
10.6,-3.9
13.9,1.7
11.7,0.6
12.8,-2.8
12.2,-2.2
12.8,5.6
16.7,1.1
15,5.6
15,-1.1
14.4,1.1
15,3.3
17.8,-2.2
19.4,0.6
15.6,8.3
20.6,6.1
24.4,7.2
18.3,4.4
15.6,1.1
9.4,6.7
14.4,7.2
19.4,6.1
23.3,7.2
20,7.2
15,4.4
20.6,10
16.1,3.9
19.4,-0.6
22.8,2.8
17.2,2.8
14.4,4.4
14.4,6.1
12.8,1.1
21.7,-2.2
23.3,3.9
27.8,5.6
17.2,8.9
17.8,5.6
18.9,1.1
20.6,1.1
26.1,9.4
27.8,10.6
20.6,10
15,5
19.4,7.2
17.8,11.1
15,11.1
18.9,10.6
23.9,10
25,10
23.9,12.8
22.2,13.3
25,9.4
26.1,10
22.8,12.8
20,13.3
22.8,11.7
26.7,8.9
28.9,10
25.6,16.7
26.1,14.4
30,14.4
23.9,11.1
29.4,11.7
26.7,16.7
23.9,10.6
30,11.1
27.8,13.3
31.1,22.2
28.3,19.4
31.1,18.3
32.8,21.7
32.8,23.9
28.9,22.8
28.3,14.4
28.9,15
30.6,15.6
31.1,17.8
30.6,20.6
32.8,17.2
28.9,19.4
22.8,16.1
22.2,13.3
25,10
26.1,14.4
25.6,10
29.4,16.7
23.9,13.9
26.7,7.8
28.3,13.3
29.4,16.7
32.2,18.3
29.4,18.3
32.2,15
33.3,20
29.4,19.4
31.7,20
29.4,17.8
31.7,16.7
26.7,20.6
26.1,17.2
26.1,18.3
28.9,15
31.7,17.2
34.4,24.4
31.7,21.7
30.6,20
25.6,12.8
26.7,8.3
28.3,6.7
28.3,12.2
32.8,17.8
31.1,13.9
30.6,16.1
22.2,10
25,7.2
26.7,9.4
28.3,10.6
25,13.9
26.7,19.4
20,16.1
25,15
26.1,13.9
23.9,11.1
28.9,17.8
31.7,21.1
26.1,17.2
21.1,13.9
21.7,12.2
23.9,14.4
24.4,11.1
25,13.9
23.3,7.2
28.3,16.1
25,13.3
27.2,13.3
27.2,18.3
27.8,16.7
25.6,13.3
24.4,15
28.9,16.7
28.9,13.9
24.4,15.6
21.1,8.9
21.1,3.3
23.3,8.3
29.4,13.9
23.9,12.2
24.4,15.6
25,14.4
23.9,11.7
23.9,7.2
23.9,6.1
21.7,9.4
23.9,15
28.3,12.2
28.9,16.7
27.2,13.9
27.8,13.9
28.9,17.8
21.1,9.4
19.4,4.4
16.7,9.4
18.3,11.1
21.7,4.4
26.7,7.2
25,8.3
25,11.1
23.9,13.3
24.4,13.3
20.6,8.9
18.9,6.1
27.8,6.1
32.2,13.9
27.2,11.1
30.6,10
29.4,13.3
29.4,16.7
28.9,16.7
23.9,8.3
22.2,1.1
25.6,8.9
24.4,16.1
22.2,5.6
10.6,1.1
13.9,-1.7
15.6,1.1
16.7,-3.3
15.6,-2.8
17.8,1.1
12.2,-0.6
10.6,-1.7
7.8,-1.1
12.2,1.1
9.4,6.1
8.3,3.9
5,-0.6
3.9,-5
10.6,-5
15,-3.3
15,3.9
19.4,10
13.9,5
5,0
3.9,-1.1
3.9,0
5,1.1
7.2,2.2
9.4,3.3
7.8,3.9
6.7,3.3
5.6,-3.9
1.1,-4.4
0.6,-9.4
1.1,-3.9
5.6,-0.6
1.1,-2.8
-2.2,-11.1
1.7,-12.8
2.8,-6.7
-0.6,-7.8
4.4,-6.1
6.1,-5
5,-4.4
1.1,-7.8
1.7,-13.3
12.2,0.6
10.6,-1.1
7.2,-2.2
12.2,6.7
8.3,5
7.8,1.1
5,-2.8
5,1.1
2.8,0
1.1,-7.8
0,-6.7
-1.1,-6.7
-1.1,-3.9
-1.7,-3.9
0.6,-2.8
1.7,0
1.7,-2.8
-0.6,-6.7
1.1,-9.4
5,-12.2
4.4,-7.2
6.1,-2.8
5.6,-8.9
6.7,-1.7
7.8,-3.9
0.6,-6.7
1.7,-8.9
0.6,-1.7
0,-1.7
0.6,-1.7
-1.1,-4.4
-0.6,-6.1
-3.3,-16.1
-0.6,-11.1
-0.6,-6.7
-2.2,-15
-5.6,-15
